3G,4G,5G,Audio Jack,Battery,Bluetooth,Brand Name,Color,CPU Clock Speed,CPU Cores,Display Resolution,Display Size,Display Type,Expandable Storage,Flash,Fingerprint Scanner,Fingerprint Scanner Type,GPS,GPU Name,Hybrid Slot,Internal Storage,Model Name,Model No,Name,No of Front Cameras,No of Rear Cameras,OS,OTG Compatible,Primary Camera,RAM,Ratings,Reviews,Stars,Secondary Camera,Sim Type,Sim Size,Touchscreen,Weight,WiFi
HSPA+,YES,,,4230 mAh,4.2,OPPO,Purple,1.8 GHz,Octa Core,1520 x 720 Pixels,15.75 cm (6.2 inch),IPS in-cell,256 GB,Rear Flash LED,,,Yes,,No,16 GB,A3s,CPH1803/CPH1853,OPPO A3s,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,2 GB,27159,2327,4.4,8MP,Dual Sim,Nano SIM,Yes,168 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
"42 Mbps HSDPA; 5.76 Mbps HSUPA, HSPA+",YES,,3.5 mm,Li-Polymer,4,Asus,Silver,1.7 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,128 GB,LED,,,"A-GPS, GLONASS",Qualcomm Adreno 405 - MSM8939,,16 GB,Zenfone Selfie,ZD551KL-6J210WW,Asus Zenfone Selfie,1.0,1,Android Lollipop 5,,13MP,2 GB,6535,894,3.9,13MP,Dual Sim,Micro SIM,Capacitive,170 g,802.11 b/g/n/ac
YES,YES,,3.5 mm,2300 mAh,Yes,Karbonn,Champagne,1.4 GHz,Quad Core,768×480$$Pixels,13.46 cm (5.3 inch),IPS Display,128 GB,,,,,,No,8 GB,Vue 1,Vue 1,Karbonn Vue 1,1.0,1,Android Oreo 8.1,Yes,5MP,1 GB,507,52,4.1,5MP,Dual Sim,,Yes,,Yes
"42 Mbps HSDPA; 5.76 Mbps HSUPA, HSPA+",YES,,3.5 mm,Li-Polymer,4,Asus,Silver,2.3 GHz,Quad Core,1920 x 1080,13.97 cm (5.5 inch),Full HD,64 GB,LED,,,"GLONASS, QZSS, SBAS, BDS",Gfx 6 Series Graphic Chip,,32 GB,Zenfone 2 ZE551ML,ZE551ML6J437WW,Asus Zenfone 2 ZE551ML,1.0,1,Android Lollipop 5,,13MP,4 GB,12315,2661,3.9,5MP,Dual Sim,Micro SIM,Yes,170 g,802.11 a/c
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,,1700 mAh,,Micromax,Black,1 GHz,Quad Core,480 x 800$$Pixels,10.16 cm (4 inch),,,,,,,,No,8 GB,Q402+,Q402+,Micromax Q402+,,1,Android Nougat 7,Yes,5MP,1 GB,360,39,3.5,,Dual Sim,,Yes,,
Yes,YES,,3.5mm,3260 mAh,4.2,Vivo,Gold,1.8 GHz,Octa Core,1080P,16.0 cm (6.3 inch),In-Cell,256 GB,Rear LED Flash and Front Screen Flash,,,Yes,Adreno 506,No,32 GB,V9 Youth,1727,Vivo V9 Youth,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,4 GB,26619,2922,4.4,16MP,Dual Sim,Dual Nano Sim,Yes,150 g,Yes
"HSPA Data Rate: UL 11.2 Mbps, DL 42 Mbps, HSPA+",YES,,3.5mm,4230 mAh,4.2,OPPO,Glaring Gold,1.8 GHz,Octa Core,"1080p, 720p",15.75 cm (6.2 inch),In-cell,256 GB,,Yes,,"A-GPS, GLONASS, BeiDou, Galileo",Adreno 506,No,64 GB,A7,CPH1901,OPPO A7,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,1727,147,4.3,16MP,Dual Sim,Dual Nano SIM,Capacitive with Multi-touch (10 Points),168 g,
,YES,,,4050 mAh,,LG,Midnight Blue,1.8 GHz,Octa Core,720 x 1520 pixels,15.77 cm (6.21 inch),,,,,,,,No,64GB GB,W30 Pro,LM-X600IM,LG W30 Pro,,1,Android Pie v9.0,Yes,16MP,4 GB,26,4,4.0,,Dual Sim,,Yes,,
YES,YES,,3.5 mm,3050 mAh,Yes,Tecno,Midnight Blue,1.5 GHz,Quad Core,1440 x 720 Pixels,13.84 cm (5.45 inch),IPS,,Back & Front Flash,,,,,No,16 GB,Camon I Ace,IN1,Tecno Camon I Ace,,1,Android Oreo 8.1,Yes,13MP,2 GB,400,43,4.2,,Dual Sim,Nano,Capactive,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
HSPA+,YES,,,,5,Apple,Red,,,3840 x 2160 Pixels,13.97 cm (5.5 inch),Widescreen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,Yes,,"Assisted GPS, GLONASS, Galileo, QZSS",,No,256 GB,iPhone 8 Plus (PRODUCT)RED,MRT82HN/A,Apple iPhone 8 Plus,1.0,2,iOS 12,No,12MP 12MP,,198,16,4.6,7MP,Single Sim,Nano SIM,Yes,202 g,802.11 ac (Wi-Fi with MIMO)
YES,YES,,,3500 mAh,,LG,New Moroccan Blue,2 GHz,Octa Core,1520 x 720$$Pixels,15.9 cm (6.26 inch),,,,,,,,No,64 GB,Q60,Q60,LG Q60,,1,Android Pie 9,true,16MP,3 GB,4,0,3.5,,Dual Sim,,Yes,,
YES,YES,,,4000 mAh,,Tecno,Gold,1.4 GHz,Quad Core,1440x720 Pixels,15.24 cm (6 inch),,,Back & Front Flash,,,,,No,32 GB,Camon I Twin,IA5,Tecno Camon I Twin,1.0,1,Android Oreo 8.1,Yes,13MP,3 GB,120,9,4.4,2MP,Dual Sim,Nano,Yes,,
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5,Li-ion,5,Vivo,Gold,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),IPS In-cell,256 GB,"Rear Camera - LED Flash, Front Camera - Screen Flash",Yes,,GLONASS,IMG GE8320 at 520 MHz,No,32 GB,Y83,vivo 1802/PD1803BF,Vivo Y83,1.0,1,Android Oreo 8.1,Yes,13MP,4 GB,10901,1237,4.4,8MP,Dual Sim,Nano Sim and Nano Sim,Yes,151 g,Yes
Yes,YES,,,3400 mAh,Yes,Samsung,Prism White,2.2 GHz,Octa Core,3040 x 1440 pixel,15.49 cm (6.1 inch),Dynamic AMOLED,512 GB,Rear LED Flash,,,Yes,Mali-G76 MP12,Yes,128 GB,Galaxy S10,SM-G973FZWDINS,Samsung Galaxy S10,1.0,2,Android Pie 9.0,Yes,16MP 12MP,8 GB,1549,167,4.6,10MP,Dual Sim,Nano SIM,Yes,157 g,Yes
Yes,YES,,,No,,Huawei,Breathing Crystal,2.6 GHz,Octa Core,2340 x 1080$$Pixels,16.43 cm (6.47 inch),OLED,256 GB,,,,Yes,,Yes,256 GB,P30 Pro,P30 Pro,Huawei P30 Pro,,3,Android Pie 9.0,Yes,40MP 20MP 8MP,8 GB,16,2,4.4,,Dual Sim,Nano Sim,Yes,192 g,
Yes,YES,,3.5mm,4030 mAh,5,Vivo,Nebula Purple,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),In-cell,256 GB,Rear Flash and Front Screen Flash,Yes,,GLONASS,GE8320,No,64 GB,Y93,(Vivo 1814/PD1818DF_EX_1),Vivo Y93,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,9115,716,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,163.5 g,Yes
Yes,YES,,,4000 mAh,5,POCO,Rosso Red,2.8 GHz,Octa Core,2160 x 1080 pixels,15.7 cm (6.18 inch),IPS,256 GB,,,,"GLONASS, BeiDou",,Yes,256 GB,F1,MZB7018IN,POCO F1,1.0,2,Android 9 Pie,Yes,12MP 5MP,8 GB,20883,2522,4.5,20MP,Dual Sim,Nano SIM and Nano SIM,Yes,180 g,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,2800 mAh,4.2,Moto,Iron Gray,1.3 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),TFT LCD IPS,32 GB,Front and Rear Flash,Yes,,A-GPS,,No,16 GB,Moto E 4th Gen,XT1760/XT1769 B28,Moto E 4th Gen,1.0,1,Android Nougat 7,No,8MP,2 GB,1508,172,4.0,5MP,Dual Sim,Nano SIM and Nano SIM,Yes,151 g,802.11 b/g/n
Yes,YES,,,5000 mAh,Yes,Gionee,Gold,1.4 GHz,Octa Core,1440 x 720 Pixels,15.24 cm (6 inch),IPS,256 GB,Rear LED Flash,Yes,,Yes,,Yes,64 GB,M7 Power,M7 Power,Gionee M7 Power,1.0,1,Android Nougat 7.1,Yes,13MP,4 GB,2866,393,4.2,8MP,Dual Sim,Nano SIM and Nano SIM,Yes,199 g,Yes
Yes,YES,,3.5mm,No,4.2,Samsung,Blue,1.4 GHz,Quad Core,1920 x 1080 pixels,15.24 cm (6 inch),TFT,512 GB,Front and Rear LED Flash,Yes,,"GLONASS, BeiDou",Qualcomm Adreno 308,No,64 GB,Galaxy J6 Plus,SM-J610FZBGINS,Samsung Galaxy J6 Plus,1.0,2,Android Oreo 8.1,Yes,13MP 5MP,4 GB,4842,406,4.3,8MP,Dual Sim,Nano SIM,Multi-touch,178 g,Yes
Yes,YES,,,5000 mAh,Yes,Nubia,Red,2.84 GHz,Octa Core,1080 x 2340 pixels,16.76 cm (6.6 inch),AMOLED,,Rear LED Flash,Yes,,A-GPS,,Yes,128 GB,Red Magic 3,NX629J,Nubia Red Magic 3,1.0,1,Android Pie 9.0,Yes,48MP,8 GB,1102,222,4.3,16MP,Dual Sim,Dual Nano Card Slot,Yes,215 g,Yes
Yes,YES,,,Li-polymer,5,Mi,Gold,2.2 GHz,Octa Core,3840 x 2160 pixels,15.21 cm (5.99 inch),IPS,,Rear Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 512,No,64 GB,Mi A2,MZB6439IN,Mi A2,1.0,2,Android Pie 9.0,Yes,20MP 12MP,4 GB,30513,2649,4.2,20MP,Dual Sim,Nano SIM + Nano SIM,Capacitive,168 g,802.11a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
HSPA Data Rate - 42 Mbps / 5.76 Mbps,YES,,3.5 mm,3200 mAh,4,OPPO,Rose Gold,1.5 GHz,Octa Core,1920 x 1080 pixels,13.97 cm (5.5 inch),Full HD,128 GB,Yes,Yes,,Yes,Mali T86 MP2,No,64 GB,F3 Deepika Padukone Limited Edition,F3,OPPO F3 Deepika Padukone Limited Edition,2.0,1,Android Marshmallow 6,Yes,13MP,4 GB,256,59,4.3,16MP 8MP,Dual Sim,Nano SIM and Nano SIM,Capacitive,153 g,Yes
YES,YES,,3.5 mm,4000 mAh,Yes,Itel,Champagne Gold,1.4 GHz,Quad Core,960x480$$Pixels,13.84 cm (5.45 inch),,32 GB,,,,,,No,8 GB,A44 Power,A44 Power,Itel A44 Power,1.0,2,Android Oreo 8.1,Yes,5MP 0.08MP,1 GB,292,36,4.0,2MP,Dual Sim,,Yes,,Yes
42.2 Mbps HSDPA; 5.76 Mbps HSUPA,,,3.5 mm,2420 mAh,4,Nokia,Black,2.2 GHz,Quad Core,1920 x 1080,12.7 cm (5 inch),OLED,,Dual LED,,,"A-GPS, A-GLONASS, BeiDou, Sensor Enhanced Positioning",,,32 GB,Lumia 930,,Nokia Lumia 930,,1,Windows 8.1,,20MP,2 GB,241,62,4.2,,Single Sim,Nano SIM,,167 g,Yes
YES,,,,1400 mAh,,Iball,White & Silver,1 MHz,Single Core,480 x 800 Pixels,10.16 cm (4 inch),WVGA,,,,,,,,8 GB,Andi 4P Class X,Andi 4P,Iball Andi 4P Class X,,1,Android KitKat 4.4,No,5MP,1 GB,107,15,3.3,,Dual Sim,,Yes,,
Yes,YES,,3.5 mm,Li-Ion,Yes,Karbonn,Black,1.3 GHz,Quad Core,720 x 1280 Pixels,12.7 cm (5 inch),,32 GB,Back Flash,,,,,No,8 GB,Aura Power 4G,Aura Power 4G,Karbonn Aura Power 4G,1.0,1,Android Marshmallow 6,Yes,5MP,1 GB,167,22,3.3,2MP,Dual Sim,,Yes,130 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
Yes,YES,,3.5 mm,3450 mAh,4.2,Google,Quite Black,2.15 GHz,Quad Core,3840 x 2160,13.97 cm (5.5 inch),AMOLED,,CRI-90 Dual LED,Yes,,GLONASS,Adreno 530,No,128 GB,Pixel XL,G-2PW2200-052-A,Google Pixel XL,1.0,1,Android Nougat 7.1,Yes,12.3MP,4 GB,1276,282,4.5,8MP,Single Sim,Nano SIM,Yes,168 g,802.11 a/b/g/n/ac
"HSPA+, DC-HSPA+",YES,,3.5mm,5000 mAh,5,Asus,Silver,2.8 GHz,Octa Core,2340 x 1080 pixels,16.23 cm (6.39 inch),Full HD+,2 TB,Rear Dual LED Flash,Yes,,"GPS: L1, L5, GLO, BDS, GAL, QZSS",,No,128 GB,6Z,ZS630KL-2J015WW,Asus 6Z,2.0,2,Android Pie 9,Yes,48MP 13MP,6 GB,5264,1043,4.3,48MP 13MP,Dual Sim,Nano SIM + Nano SIM,Capacitive Touch Panel with 10 Points Multi-touch (Support Glove Touch),195 g,"802.11a/b/g/n/ac, 802.11ax ready, 2x2 MIMO"
Yes,YES,,Yes,No,Yes,Samsung,Midnight Black,2.7 GHz,Octa Core,2960 x 1440 Pixels,16.26 cm (6.4 inch),Super AMOLED,512 GB,Yes,Yes,,Yes,,Yes,512 GB,Galaxy Note 9,SM-N960FZKHINS,Samsung Galaxy Note 9,1.0,2,Android Oreo 8,Yes,12MP 12MP,8 GB,215,24,4.6,8MP,Dual Sim,Nano SIM,Yes,201 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5 mm,Li-Ion,4,Apple,Gold,,,1920 x 1080,11.94 cm (4.7 inch),LED-backlit,,True Tone Flash,Yes,,"A-GPS, GLONASS",,No,32 GB,iPhone 6,MQ3E2HN/A,Apple iPhone 6,1.0,1,iOS 9,No,8MP,,143872,16503,4.4,1.2MP,Single Sim,Nano SIM,Yes,129 g,802.11 a/b/g/n/ac
HSPA+,YES,,3.5mm,3000 mAh,4.2,Moto,Black,2 GHz,Octa Core,1520 x 720 pixels,14.99 cm (5.9 inch),LTPS IPS LCD,256 GB,Rear Single LED flash,Yes,,"A-GPS, GLONASS, Galileo",Adreno 506 at 650 MHz,No,64 GB,Moto One,PAD40008IN,Moto One,1.0,2,Android Pie 9,No,13MP 2MP,4 GB,262,35,4.1,8MP,Dual Sim,Dual Nano SIM,Yes,162 g,Yes
"HSPA Category 24: 5.76 Mbit/s (UL), 42 Mbit/s (DL), WCDMA: 384 kbit/s (UL), 384 kbit/s (DL)",YES,,3.5 mm,Li-Polymer,4.2,Honor,Sapphire Blue,2.3 GHz,Octa Core,1920 x 1080,13.21 cm (5.2 inch),Full HD,128 GB,Dual Color Temperature Flash,Yes,,"A-GPS, GLONASS",,No,32 GB,Honor 8,FRD-L02,Honor 8,1.0,2,Android Marshmallow 6,Yes,12MP 12MP,4 GB,2847,703,4.4,8MP,Single Sim,Nano SIM,Capacitive,153 g,802.11 ac/a/b/g/n
HSPA+,YES,,,3400 mAh,4.2,OPPO,Black,2 GHz,Octa Core,2280 x 1080 Pixels,15.82 cm (6.23 inch),Full HD+,256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS, BeiDou",,No,64 GB,Hardik Pandya Limited Editon,,OPPO Hardik Pandya Limited Editon,1.0,1,Android Oreo 8.1.0,Yes,16MP,4 GB,40,4,4.4,25MP,Dual Sim,,Yes,158 g,Yes
Yes,YES,,3.5mm,4030 mAh,5,Vivo,Nebula Purple,2 GHz,Octa Core,1080p,15.8 cm (6.22 inch),In-cell,256 GB,Rear and Front Screen Flash,Yes,,GLONASS,GE8320,No,32 GB,Y93,(Vivo 1815/PD1818CF_EX),Vivo Y93,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,4 GB,3283,283,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,163.5 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5,2600 mAh,,Samsung,Gold,1.5 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),Super AMOLED,128 GB,FRONT FLASH,,,,,No,16 GB,Galaxy J2 Pro,SM-J210FZDGINS,Samsung Galaxy J2 Pro,1.0,1,Android Marshmallow 6.0.1,Yes,8MP,2 GB,6827,798,4.2,5MP,Dual Sim,Micro SIM,Yes,,Yes
YES,YES,,3.5mm,Li-Polymer,5,Tecno,Aqua Blue,2 GHz,Quad Core,1520x720 Pixels,15.75 cm (6.2 inch),TFT,256 GB,,Yes,,Yes,,No,64 GB,Camon i4,Camon i4 /CB7J,Tecno Camon i4,1.0,2,Android Pie 9,Yes,13MP 8MP,4 GB,80,8,4.3,16MP,Dual Sim,,Yes,140 g,Yes
Yes,YES,,,4100 mAh,Yes,Samsung,Ceramic Black,2.2 GHz,Octa Core,3040 x 1440 pixel,16.26 cm (6.4 inch),Dynamic AMOLED,512 GB,Rear LED Flash,,,Yes,Mali-G76 MP12,Yes,512 GB,Galaxy S10 Plus,SM-G975FCKGINS,Samsung Galaxy S10 Plus,2.0,2,Android Pie 9.0,Yes,16MP 12MP,8 GB,1153,123,4.6,10MP 8MP,Dual Sim,Nano SIM,Yes,175 g,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,Realme,Frozen Blue,2 GHz,Octa Core,720 x 1600 Pixels,16.56 cm (6.52 inch),HD+,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Mali G52,No,32 GB,C3,RMX2027,Realme C3,1.0,2,Android 10,Yes,12MP 2MP,3 GB,23480,2450,4.4,5MP,Dual Sim,Dual Nano SIM,Capacitive Screen,195 g,"802.11b/g/n, 2.4G"
YES,YES,,3.5mm,Li-polymer,v4.2,Redmi,Onyx Black,1.95 GHz,Octa Core,1520 x 720 Pixels,15.8 cm (6.22 inch),HD+,512 GB,Rear and Front Screen Flash,Yes,,Yes,Adreno 505 at 650 MHz,No,64 GB,Redmi 8,MZB8254IN/MZB9072IN,Redmi 8,1.0,2,Android Pie 9,Yes,12MP 2MP,4 GB,443825,37261,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,188 g,Yes
YES,YES,,3.5mm,4300 mAh,v5.0,Realme,Comet Blue,2.05 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 1080P at 60 fps, 720P at 60 fps, 1080P at 30 fps, 720P at 30 fps, 4K at 30 fps",16.51 cm (6.5 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",ARM G76 (12 nm),No,64 GB,6,RBS0601IN,Realme 6,1.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,4 GB,5147,772,4.5,16MP,Dual Sim,Nano SIM,Capacitive,191 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,Realme,Aqua Blue,2.2 GHz,Octa Core,720 x 1600 Pixels,16.56 cm (6.52 inch),HD+,,Rear Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 610,No,128 GB,5i,RMX2030,Realme 5i,1.0,4,Android Pie 9,Yes,12MP 8MP 2MP 2MP,4 GB,125229,9947,4.4,8MP,Dual Sim,Dual Nano SIM,Capacitive Screen,195 g,"802.11b/g/n, 2.4G"
YES,YES,,3.5mm,4300 mAh,v5.0,Realme,Comet White,2.05 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 1080P at 60 fps, 720P at 60 fps, 1080P at 30 fps, 720P at 30 fps, 4K at 30 fps",16.51 cm (6.5 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",ARM G76 (12 nm),No,64 GB,6,RBS0602IN,Realme 6,1.0,4,Android 10,Yes,64MP 8MP 2MP 2MP,4 GB,5147,772,4.5,16MP,Dual Sim,Nano SIM,Capacitive,191 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,Realme,Frozen Blue,2 GHz,Octa Core,720 x 1600 Pixels,16.56 cm (6.52 inch),HD+,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Mali G52,No,64 GB,C3,RMX2027,Realme C3,1.0,2,Android 10,Yes,12MP 2MP,4 GB,26071,2601,4.4,5MP,Dual Sim,Dual Nano SIM,Capacitive Screen,195 g,"802.11b/g/n, 2.4G"
YES,YES,,3.5mm,4300 mAh,v5.1,Realme,Lightning Blue,2.3 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 720p at 30 fps, 720p at 60 fps, 1080p at 30 fps, 1080p at 60 fps, 4K at 30 fps",16.76 cm (6.6 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",A618 (8 nm),No,128 GB,6 Pro,RBS0621IN,Realme 6 Pro,2.0,4,Android 10,Yes,64MP 12MP 8MP 2MP,6 GB,700,72,4.7,16MP 8MP,Dual Sim,Nano SIM,Capacitive,195 g,Yes
YES,YES,,3.5mm,Li-polymer,v4.2,Redmi,Midnight Black,1.95 GHz,Octa Core,1520 x 720 Pixels,15.8 cm (6.22 inch),HD+,512 GB,Rear and Front Screen Flash,,,Yes,Adreno 505 at 650 MHz,No,32 GB,Redmi 8A,MZB8298IN,Redmi 8A,1.0,1,Android Pie 9.0,Yes,12MP,2 GB,115149,8844,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,188 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,4.2,Realme,Diamond Black,2 GHz,Octa Core,"1080p, 720p",15.49 cm (6.1 inch),HD+,256 GB,Rear Flash,,,GLONASS,GE8320,No,32 GB,C2,RMX1941,Realme C2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,2 GB,724835,62591,4.4,5MP,Dual Sim,Dual Nano SIM,Multi-touch,166 g,802.11 b/g/n
HSPA+,YES,,3.5mm,4000 mAh,4.2,Realme,Diamond Black,2 GHz,Octa Core,"1080p, 720p",15.49 cm (6.1 inch),HD+,256 GB,Rear Flash,,,GLONASS,GE8320,No,32 GB,C2,RMX1941,Realme C2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,3 GB,109203,8787,4.3,5MP,Dual Sim,Dual Nano SIM,Multi-touch,166 g,802.11 b/g/n
HSPA+,YES,,3.5mm,4000 mAh,4.2,Realme,Diamond Blue,2 GHz,Octa Core,"1080p, 720p",15.49 cm (6.1 inch),HD+,256 GB,Rear Flash,,,GLONASS,GE8320,No,32 GB,C2,RMX1941,Realme C2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,2 GB,724835,62591,4.4,5MP,Dual Sim,Dual Nano SIM,Multi-touch,166 g,802.11 b/g/n
YES,YES,,3.5mm,4300 mAh,v5.1,Realme,Lightning Blue,2.3 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 720p at 30 fps, 720p at 60 fps, 1080p at 30 fps, 1080p at 60 fps, 4K at 30 fps",16.76 cm (6.6 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",A618 (8 nm),No,128 GB,6 Pro,RBS0627IN,Realme 6 Pro,2.0,4,Android 10,Yes,64MP 12MP 8MP 2MP,8 GB,716,114,4.7,16MP 8MP,Dual Sim,Nano SIM,Capacitive,195 g,Yes
